"","date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated"
"9901","20140724T000000",963990,4,3.25,3830,6765,2,0,3,9,3830,0,2014,0
"9902","20140925T000000",735000,3,2,1610,3600,2,0,5,8,1610,0,1925,0
"9903","20150317T000000",858450,3,4.25,3840,9751,2,0,3,10,3840,0,1998,0
"9904","20150507T000000",665000,5,2.75,2670,4000,2,0,NA,7,1800,870,1914,0
"9905","20140731T000000",290000,3,2.5,2000,7414,2,0,4,7,2000,0,1993,0
"9906","20150413T000000",250000,2,1,860,4320,1,0,3,7,860,0,1925,0
"9907","20141008T000000",192500,3,1.75,1420,7205,1,0,3,7,1420,0,1986,0
"9908","20140825T000000",350000,4,2,2060,13400,1,0,4,8,2060,0,1957,0
"9909","20150319T000000",518000,4,2.5,2790,9910,2,0,3,8,2790,0,2003,0
"9910","20140701T000000",563000,4,1,1410,3376,1.5,0,5,7,1410,0,1911,0
"9911","20141007T000000",375000,4,3,2420,9566,2,0,3,7,2420,0,2003,0
"9912","20150227T000000",4e+05,3,2.5,1460,1319,3,0,3,8,1460,0,2002,0
"9913","20141029T000000",240000,5,1.75,2460,16000,1,0,3,7,1230,1230,1957,0
"9914","20140923T000000",317500,2,1,1000,5120,1,0,3,6,1000,0,1902,0
"9915","20150213T000000",1320000,5,4,4420,36342,2,0,5,10,2740,1680,1982,0
"9916","20141110T000000",234000,3,1,1240,239144,1,0,3,6,1240,0,1921,1992
"9917","20140513T000000",645000,3,2.5,1740,13750,2,0,4,9,1740,0,1975,0
"9918","20150309T000000",649000,2,1,1280,4840,1,0,3,7,1200,80,1908,0
"9919","20150417T000000",605000,4,2.5,2520,3980,2,0,3,8,2520,0,2004,0
"9920","20140821T000000",337900,3,3.5,1500,1471,3,0,3,7,1500,0,1999,0
"9921","20150205T000000",535000,3,2.75,2490,3600,2,0,3,8,2290,200,1906,0
"9922","20140922T000000",325000,4,1,1530,5684,1,0,3,7,1130,400,1957,0
"9923","20141215T000000",429950,4,2.25,1740,10875,1,0,3,8,1740,0,1967,0
"9924","20150416T000000",775000,3,2.5,3550,32807,2,0,3,9,3550,0,1989,0
"9925","20140731T000000",650000,2,1,1280,6000,1,0,3,7,1280,0,1965,0
"9926","20150501T000000",1200000,4,2.25,2320,13114,2,0,5,8,2320,0,1967,0
"9927","20140910T000000",275000,2,1,1140,10404,1,0,3,5,1140,0,1935,0
"9928","20140729T000000",575000,4,3.5,3930,16970,2,0,3,9,3930,0,1997,0
"9929","20140806T000000",540000,3,2.5,2370,16455,1,0,5,7,1640,730,1959,0
"9930","20140605T000000",640000,3,1.75,2340,4206,1,0,5,7,1170,1170,1917,0
"9931","20140923T000000",275000,3,1.5,1240,9125,1,0,4,7,1240,0,1967,0
"9932","20140724T000000",672800,4,2.5,2740,10533,2,0,3,9,2740,0,1997,0
"9933","20140527T000000",495000,4,2.25,1940,9144,1,0,4,7,1430,510,1956,0
"9934","20140926T000000",820000,3,2.5,2950,35108,1.5,0,3,10,2950,0,1995,0
"9935","20140609T000000",475000,4,2.75,1980,11443,1,0,5,7,1980,0,1952,0
"9936","20140520T000000",1280000,4,2,2850,7861,1,0,4,10,1450,1400,1970,0
"9937","20150429T000000",380000,3,1,1160,9375,1,0,3,7,1160,0,1967,0
"9938","20140820T000000",397500,3,2,2130,8225,1,0,4,8,2130,0,1987,0
"9939","20140507T000000",352000,5,2.5,2420,8560,1,0,3,7,1620,800,1978,0
"9940","20150413T000000",893880,6,2.5,2820,8600,1,0,5,8,1430,1390,1967,0
"9941","20140916T000000",635000,5,3.25,3710,34200,2,0,3,8,2510,1200,1986,0
"9942","20140507T000000",420000,3,2.25,1770,8165,2,0,3,7,1770,0,1977,0
"9943","20150321T000000",503000,3,2,NA,2500,1,0,4,7,750,510,1987,0
"9944","20140909T000000",689000,2,1.75,2330,10143,1,0,4,7,1220,1110,1953,0
"9945","20140902T000000",749500,4,2.75,2490,3840,1.5,0,4,7,1610,880,1922,0
"9946","20141006T000000",1150000,6,3.75,4090,49542,2,0,3,9,3100,990,1984,0
"9947","20140609T000000",563500,4,2.5,2800,12831,2,0,3,8,2800,0,2001,0
"9948","20140630T000000",480000,4,3,2440,9664,2,0,3,8,1890,550,1981,0
"9949","20150422T000000",374950,4,3,2540,8800,1,0,3,9,1620,920,1977,0
"9950","20150410T000000",308950,3,2.5,1600,6250,2,0,3,7,1600,0,1995,0
"9951","20140917T000000",445000,4,2.75,2680,16934,1,0,4,7,1340,1340,1958,0
"9952","20150421T000000",237200,3,1.5,1220,9000,1,0,4,7,1220,0,1968,0
"9953","20140902T000000",453500,3,1.75,1550,7270,1.5,0,5,7,1550,0,1953,0
"9954","20150507T000000",616500,3,2,2080,4549,1,0,5,7,1040,1040,NA,0
"9955","20140806T000000",1250000,5,5,5000,32909,2,0,3,10,5000,0,2000,0
"9956","20150407T000000",396000,1,1,NA,5150,1,0,4,5,630,0,1954,0
"9957","20140708T000000",210000,3,1,1070,8179,1,0,3,6,1070,0,1949,0
"9958","20141001T000000",539000,2,1.75,1900,5175,1,0,3,7,1200,700,1919,0
"9959","20140825T000000",605000,3,2.5,2960,18600,2,0,3,8,2960,0,1979,0
"9960","20140707T000000",437500,3,2,1490,4800,2,0,5,6,1490,0,NA,0
"9961","20140716T000000",215000,3,1.5,1500,15000,1,0,3,7,1500,0,1952,0
"9962","20140618T000000",440000,4,2.5,2410,4780,2,0,3,7,2410,0,2000,0
"9963","20141117T000000",525000,3,1,2000,22500,1,0,3,7,1680,320,1939,0
"9964","20140821T000000",319900,3,1.5,1140,20383,1,0,3,7,840,300,1985,0
"9965","20150106T000000",335000,3,1,1120,9075,1,0,3,7,1120,0,1977,0
"9966","20141107T000000",485000,3,2.25,2900,35273,2,0,3,9,2900,0,1986,0
"9967","20140925T000000",359999,4,2.25,3220,7700,2,0,4,8,3220,0,1976,0
"9968","20140807T000000",799000,5,2.75,2500,19783,1,0,4,8,2500,0,1959,0
"9969","20140912T000000",280000,3,2.25,1610,10454,1,0,3,7,1610,0,1977,0
"9970","20140708T000000",1050000,4,2.75,2250,3433,1.5,0,3,8,1500,750,1927,2013
"9971","20141119T000000",290000,1,2,1240,4800,2,0,3,6,1240,0,1910,0
"9972","20141217T000000",235000,2,2.25,1660,2748,2,0,3,7,1660,0,1995,0
"9973","20141001T000000",495000,3,1.75,2080,3000,1,0,4,7,1040,1040,1925,0
"9974","20150224T000000",290000,3,2.25,1880,7488,2,0,3,8,1880,0,1980,0
"9975","20141028T000000",230000,4,1.5,1050,9516,1,0,4,7,1050,0,1969,0
"9976","20150220T000000",234000,3,1.75,1480,8475,1,0,4,7,1480,0,1968,0
"9977","20141003T000000",597400,4,2.5,2420,4500,2,0,3,7,2420,0,2001,0
"9978","20140805T000000",370000,4,2.5,2190,17600,1,0,4,7,1110,1080,1966,0
"9979","20140519T000000",755000,4,2.5,2660,10452,2,0,3,9,2660,0,1993,0
"9980","20150403T000000",342000,3,2.5,2430,5715,2,0,3,7,2430,0,1999,0
"9981","20140728T000000",497000,2,1,770,3325,1,0,3,7,770,0,1918,0
"9982","20150429T000000",835000,3,1,3060,30166,1,0,5,8,3060,0,1959,0
"9983","20141015T000000",730000,4,2.75,2920,4500,2,0,3,9,2920,0,1999,0
"9984","20141001T000000",655000,3,1,1370,5250,1,0,3,7,1070,300,1939,0
"9985","20141120T000000",205000,3,2.5,1870,3118,2,0,3,8,1870,0,1993,0
"9986","20150407T000000",632750,4,2,1800,4800,1.5,0,3,7,1800,0,1918,0
"9987","20140512T000000",330000,5,3,NA,7715,1,0,3,7,1250,850,2013,0
"9988","20141007T000000",527500,5,2.25,2530,8250,2,0,4,7,2530,0,NA,0
"9989","20140508T000000",716500,4,2.5,3290,6465,2,0,3,9,3290,0,2002,0
"9990","20141217T000000",388500,4,2.5,1890,5395,2,0,3,7,1890,0,2006,0
"9991","20140904T000000",530000,3,1.75,1680,7770,1,0,4,7,1680,0,1967,0
"9992","20150108T000000",419000,3,2.5,2170,4517,2,0,3,8,2170,0,2002,0
"9993","20150309T000000",385000,3,1.75,1200,7360,1,0,4,7,1200,0,1978,0
"9994","20140528T000000",655000,4,2.5,2990,5669,2,0,3,8,2990,0,2003,0
"9995","20140701T000000",1700000,4,2.75,3770,10900,2,0,5,9,3070,700,1924,0
"9996","20140926T000000",279000,2,1,1020,47044,1,0,5,7,1020,0,1904,1958
"9997","20150209T000000",262000,3,1.5,1700,9579,1,0,4,7,1100,600,1962,0
"9998","20140807T000000",533000,4,1,1550,4750,1.5,0,3,7,1550,0,1919,0
"9999","20150402T000000",640000,3,1.75,1680,8100,1,0,3,8,1680,0,1950,0
"10000","20140609T000000",285000,3,2.25,NA,35127,2,0,3,7,1680,0,1987,0
"10001","20140708T000000",458400,4,2.5,1910,10300,1,0,3,8,1910,0,1921,1968
"10002","20150318T000000",620000,5,3.25,NA,10587,1,0,5,7,2190,970,1960,0
"10003","20140512T000000",465000,3,1.5,2020,11358,1,0,4,6,1190,830,1956,0
"10004","20140804T000000",690000,4,3.75,3210,7054,2,0,4,8,3210,0,1985,0
"10005","20140821T000000",462500,3,2.25,2350,51400,1,0,3,7,1390,960,1977,0
"10006","20140820T000000",369950,4,2.5,1910,10221,2,0,3,8,1910,0,1994,0
"10007","20150326T000000",124500,2,1,840,6480,1,0,NA,5,840,0,1954,0
"10008","20140806T000000",950000,4,2.25,2620,10920,1,0,3,9,2620,0,1965,0
"10009","20140616T000000",418000,4,1.5,1220,10580,1,0,3,7,1220,0,1965,0
"10010","20141210T000000",160000,3,1,1060,8000,1,0,4,6,1060,0,1927,0
"10011","20150415T000000",457000,4,2.5,2200,10800,1,0,3,8,1500,700,1964,0
"10012","20150129T000000",530000,2,1.75,2120,7680,1,0,5,6,1130,990,1948,0
"10013","20140522T000000",385000,3,1,1250,7300,1,0,4,7,1250,0,1956,0
"10014","20150318T000000",491000,3,1.75,1440,7800,1,0,4,7,1440,0,1958,0
"10015","20140820T000000",521000,4,2.25,1890,8034,1,0,4,8,1890,0,1967,0
"10016","20150410T000000",255000,3,1,1140,8528,1,0,5,7,1140,0,1967,0
"10017","20140527T000000",292050,5,3,2840,7199,1,0,3,7,1710,1130,2003,0
"10018","20140520T000000",326000,6,3,1880,7200,1,0,4,7,1880,0,NA,0
"10019","20140624T000000",3e+05,2,1,750,5120,1,0,4,6,750,0,1941,0
"10020","20150430T000000",291600,3,1.75,1630,7480,1,0,3,7,1330,300,1979,0
"10021","20150219T000000",435000,5,1.5,1720,12551,1,0,3,7,1720,0,1967,0
"10022","20141218T000000",465000,3,2.5,1600,1311,3,0,3,8,1600,0,2005,0
"10023","20140620T000000",2e+05,3,2.25,1230,7420,1.5,0,5,7,1230,0,1913,0
"10024","20140717T000000",238000,3,1.5,1610,6132,1,0,4,7,1090,520,1959,0
"10025","20141103T000000",455000,4,2.5,1320,7000,1,0,4,7,1320,0,1956,0
"10026","20141030T000000",230000,6,3,2180,7220,2,0,3,7,2180,0,1980,0
"10027","20140911T000000",808000,4,2.25,2190,4104,2,0,5,8,1410,780,1928,0
"10028","20141217T000000",578500,3,1,1490,5700,1.5,0,3,7,1490,0,1916,0
"10029","20140605T000000",390000,3,2,1463,868,3,0,3,7,1463,0,2003,0
"10030","20150505T000000",517500,3,2.5,1800,3933,2,0,3,8,1800,0,1989,0
"10031","20140626T000000",755000,4,2.75,2880,4000,1.5,0,3,9,2100,780,1912,2000
"10032","20141030T000000",579500,3,1.75,1250,4120,1,0,4,7,980,270,1925,0
"10033","20140929T000000",649950,3,2.75,1670,1350,3,0,3,9,1350,320,2014,0
"10034","20140508T000000",228000,4,1.75,2000,6120,1,0,3,7,1100,900,1965,0
"10035","20141202T000000",665000,4,1.75,2280,3680,1.5,0,5,7,1470,810,1926,0
"10036","20150325T000000",689000,4,2.5,2110,6069,2,0,3,9,2110,0,NA,0
"10037","20141022T000000",560000,4,2.5,2520,11240,1,0,3,8,1440,1080,1977,0
"10038","20140529T000000",529000,3,1,1590,6420,1,0,3,7,1590,0,1944,0
"10039","20150108T000000",375000,5,2.5,2100,14858,1,0,5,8,2100,0,1970,0
"10040","20140923T000000",325000,4,2.75,2090,9240,1,0,4,6,2090,0,1949,0
"10041","20150115T000000",583000,4,2.5,3390,10519,2,0,3,10,3390,0,1990,0
"10042","20150429T000000",330000,2,1,790,9784,1,0,3,6,790,0,1932,0
"10043","20150417T000000",262000,3,2.5,1970,8727,2,0,3,7,1970,0,1995,0
"10044","20150313T000000",555000,4,2.5,2870,6776,2,0,3,8,2870,0,2004,0
"10045","20150302T000000",585000,2,1,1110,6000,1,0,3,7,1010,100,1951,0
"10046","20150227T000000",425590,3,2.75,1940,3088,2,0,3,8,1770,170,2008,0
"10047","20140603T000000",235000,2,1,720,4840,1,0,4,6,720,0,1947,0
"10048","20140724T000000",362362,2,1,710,4000,1,0,3,6,710,0,NA,0
"10049","20150204T000000",252000,3,2,1370,7500,1,0,3,7,1370,0,1997,0
"10050","20141224T000000",439000,4,2.5,2690,9551,2,0,3,9,2690,0,1992,0
"10051","20140812T000000",465000,4,2.25,3360,10810,2,0,4,9,3360,0,1988,0
"10052","20141003T000000",249900,4,2,1500,7854,1.5,0,3,7,1500,0,1983,0
"10053","20140718T000000",665000,2,2.5,2600,5000,1,0,5,8,1300,1300,1926,0
"10054","20141014T000000",370000,3,1.75,1160,8774,1,0,3,7,1160,0,1972,0
"10055","20140612T000000",620000,2,1,1430,3000,1.5,0,3,7,1300,130,1929,0
"10056","20140724T000000",375000,3,1,1870,7671,1,0,4,8,1720,150,1937,0
"10057","20140827T000000",552625,4,2,2560,9390,1,0,5,8,1280,1280,1957,0
"10058","20140930T000000",315500,3,1,1160,10500,1,0,4,7,1160,0,1966,0
"10059","20140919T000000",620000,2,1.75,1680,8187,1,0,4,8,1680,0,1983,0
"10060","20141125T000000",510000,4,2.5,2010,9075,1,0,4,8,1310,700,1959,0
"10061","20140627T000000",652500,4,2.5,2540,38677,2,0,3,9,2540,0,1987,0
"10062","20141114T000000",574000,4,2.5,NA,22795,2,0,3,8,3240,0,1998,0
"10063","20150224T000000",430000,3,2.5,2670,12806,2,0,3,9,2670,0,2010,0
"10064","20140603T000000",390000,3,2,1080,7236,1,0,5,7,1080,0,1947,0
"10065","20140605T000000",466500,3,1,1430,3840,1,0,3,7,950,480,1945,0
"10066","20141028T000000",315000,2,2.25,1290,2436,2,0,3,7,1290,0,1984,0
"10067","20140505T000000",220000,4,1.5,1240,9600,1,0,3,7,1240,0,1971,0
"10068","20150306T000000",325000,3,1.75,1840,17286,1,0,4,7,1440,400,1978,0
"10069","20150428T000000",365000,3,1,1120,8443,1,0,3,7,1120,0,1953,0
"10070","20140514T000000",356000,3,3.5,2100,12384,2,0,3,9,2100,0,1980,0
"10071","20140923T000000",380000,4,1.75,2030,12518,1,0,3,8,1610,420,1950,0
"10072","20140713T000000",579000,4,2.25,2030,8764,2,0,4,8,2030,0,1983,0
"10073","20150501T000000",682000,2,1,890,5000,1,0,3,7,890,0,1943,0
"10074","20140616T000000",499000,3,1.75,1750,12325,1,0,4,7,1470,280,1968,0
"10075","20150423T000000",333760,3,1,1300,5880,1,0,3,7,1300,0,1968,0
"10076","20140910T000000",745000,4,2.5,2650,18903,2,0,3,11,2650,0,1994,0
"10077","20140722T000000",380000,3,1.75,1750,10870,1,0,5,7,1750,0,1968,0
"10078","20140801T000000",435000,3,3,1440,1350,3.5,0,3,8,1440,0,NA,0
"10079","20150120T000000",520000,3,2.75,1700,3264,1,0,3,7,1060,640,1919,0
"10080","20150427T000000",965000,4,2.5,3920,41206,2,0,4,10,3920,0,1988,0
"10081","20140808T000000",270000,3,2.25,1470,16728,1,0,4,7,1350,120,1959,0
"10082","20150313T000000",1100000,5,2.75,2520,4643,1.5,0,4,8,2120,400,1916,0
"10083","20141008T000000",577500,3,1.75,2140,13286,1,0,4,8,1220,920,1964,0
"10084","20140728T000000",650000,3,1.75,1550,5000,1,0,3,7,1250,300,1911,2011
"10085","20141205T000000",1230000,4,2.5,3180,10319,2,0,4,11,3180,0,1986,0
"10086","20140912T000000",1900000,5,4.25,6510,16471,2,0,4,11,3250,3260,1980,0
"10087","20140721T000000",475000,2,2,1440,3720,1.5,0,3,7,1440,0,1983,0
"10088","20150330T000000",2e+05,3,1,1150,10132,1,0,4,7,1150,0,1970,0
"10089","20140620T000000",397000,4,2.5,2320,11717,2,0,3,8,2320,0,1997,0
"10090","20150219T000000",383610,3,2,1230,8450,1,0,3,7,1230,0,1989,0
"10091","20140728T000000",275000,4,2.5,2060,5742,2,0,3,7,2060,0,1999,0
"10092","20140709T000000",840000,3,2,2783,11177,2,0,3,8,2783,0,1910,1999
"10093","20140918T000000",365000,4,2.5,2140,7350,2,0,3,8,2140,0,1985,0
"10094","20140904T000000",362000,3,2.75,1420,955,2,0,3,8,1160,260,2004,0
"10095","20141101T000000",350000,3,1.75,2090,6258,1,0,3,7,1390,700,1956,0
"10096","20141111T000000",2e+05,2,1.75,NA,13052,1.5,0,3,7,1320,0,1980,0
"10097","20150506T000000",299000,4,2.5,2300,8100,1,0,4,8,1360,940,1979,0
"10098","20141007T000000",555000,4,1.5,3050,82764,1,0,3,8,1650,1400,1966,0
"10099","20150225T000000",1330000,3,2.25,2960,8330,1,0,4,10,2260,700,1953,0
"10100","20140630T000000",896000,5,2.75,2520,16100,1,0,4,8,1570,950,1960,0
"10101","20141217T000000",550000,2,1.75,1740,7290,1,0,3,8,1280,460,1950,0
"10102","20150508T000000",324500,2,1,1300,6617,1,0,3,7,1300,0,1986,0
"10103","20150105T000000",312500,3,1,1170,7350,1,0,4,7,1170,0,1960,0
"10104","20150414T000000",485000,4,3.25,1946,17786,2,0,4,7,1946,0,1990,0
"10105","20141020T000000",511000,2,1,1250,5413,1,0,4,7,1250,0,1923,0
"10106","20150324T000000",139500,2,1.5,1230,1561,2,0,3,7,1230,0,1983,0
"10107","20140611T000000",464000,4,2.5,2180,7203,2,0,4,8,2180,0,1989,0
"10108","20150429T000000",255000,3,1.75,1740,8800,1,0,3,7,1140,600,1978,0
"10109","20150417T000000",679975,4,2.5,3830,4644,2,0,3,8,2900,930,NA,0
"10110","20140709T000000",624800,3,2,2250,14274,1,0,4,8,1500,750,1964,0
"10111","20141120T000000",920000,3,2.75,2590,223027,2,0,3,9,2590,0,NA,0
"10112","20140530T000000",1370000,3,2.5,2090,6000,1.5,0,4,9,2090,0,1928,0
"10113","20141212T000000",510000,3,1.5,2400,10275,1,0,4,8,1540,860,1964,0
"10114","20140626T000000",289659,4,2.25,2260,7200,2,0,4,7,2260,0,1984,0
"10115","20150424T000000",585000,4,2.5,NA,6250,2,0,3,8,2910,0,1999,0
"10116","20140626T000000",555000,5,3,3640,6930,2,0,3,8,3640,0,2004,0
"10117","20150313T000000",940000,4,2.75,3770,24897,2,0,4,8,2550,1220,1964,0
"10118","20140909T000000",460000,3,2,1600,7350,1,0,4,7,1600,0,NA,0
"10119","20141121T000000",319000,3,2.5,2110,7434,2,0,4,7,2110,0,1978,0
"10120","20140519T000000",280000,3,2.5,1720,1916,2,0,3,7,1720,0,2005,0
"10121","20141118T000000",250000,3,1,1100,7470,1,0,4,5,1100,0,1917,0
"10122","20150116T000000",749950,4,2.5,2620,8312,2,0,3,9,2620,0,1990,0
"10123","20140530T000000",458000,5,2.5,3090,23265,1,0,3,8,2990,100,1957,0
"10124","20150402T000000",465000,3,2.5,1890,4808,2,0,3,8,1890,0,2000,0
"10125","20150413T000000",580000,3,1.75,1850,2797,1,0,3,8,1150,700,1977,0
"10126","20140806T000000",7e+05,4,2.5,3100,36562,2,0,3,10,3100,0,1994,0
"10127","20141110T000000",350000,4,2.5,2506,7206,2,0,3,8,2506,0,2007,0
"10128","20140905T000000",456000,4,1,1700,7689,1,0,3,7,1080,620,1977,0
"10129","20150218T000000",290000,3,2,1550,18958,1.5,0,3,7,1550,0,1983,0
"10130","20140711T000000",475000,4,2.75,2200,16288,1,0,3,7,1290,910,1980,0
"10131","20140908T000000",285000,3,2.5,1890,3629,2,0,3,7,1890,0,2005,0
"10132","20150227T000000",309000,3,1,1140,6400,1,0,3,7,1140,0,NA,0
"10133","20140506T000000",860000,4,2,3740,32417,2,0,3,9,3740,0,2000,0
"10134","20150226T000000",219000,3,2.25,1940,6500,1,0,3,8,1440,500,1979,0
"10135","20141009T000000",546500,3,2.5,2130,7199,2,0,3,8,2130,0,1990,0
"10136","20150213T000000",338000,2,1,1470,5566,1,0,4,7,770,700,1919,0
"10137","20150311T000000",505000,2,1,1070,8130,1,0,3,7,1070,0,1942,0
"10138","20141002T000000",340000,4,1.75,1680,15084,1,0,4,7,840,840,1979,0
"10139","20140822T000000",678000,3,2.25,2730,10675,2,0,3,9,2730,0,1990,0
"10140","20141208T000000",8e+05,3,1.75,1890,10292,1,0,4,8,1890,0,1969,0
"10141","20140725T000000",112000,1,1,1080,3230,1,0,3,6,1080,0,1963,0
"10142","20150310T000000",252000,3,1.75,1440,16819,1.5,0,4,6,1440,0,1925,0
"10143","20140604T000000",335000,4,2.75,2540,7210,1,0,4,7,1600,940,1979,0
"10144","20140703T000000",610000,3,2,2300,13418,1,0,3,8,1430,870,1955,0
"10145","20141028T000000",245000,3,2,1690,6790,1,0,3,7,1360,330,1979,0
"10146","20150205T000000",493500,3,1.75,1800,16026,1,0,NA,8,1390,410,1972,0
"10147","20150107T000000",596500,4,2.25,1770,8505,2,0,3,8,1770,0,1986,0
"10148","20140701T000000",245000,3,2,1190,4072,1.5,0,5,6,1190,0,1907,0
"10149","20141027T000000",333500,3,1.75,1320,7200,1,0,4,7,1320,0,1977,0
"10150","20141110T000000",373000,3,1,1290,8974,1,0,NA,7,1290,0,1976,0
"10151","20140724T000000",759900,4,2.5,3000,5639,2,0,3,8,3000,0,2008,0
"10152","20140826T000000",317000,3,2.25,1358,1204,3,0,3,7,1358,0,2007,0
"10153","20150512T000000",670000,3,1.5,1220,4080,1.5,0,5,7,1220,0,1914,0
"10154","20141106T000000",985000,2,2.5,2720,26761,2,1,3,7,2720,0,1990,0
"10155","20150430T000000",310000,3,1.5,1060,6954,1,0,4,6,1060,0,1983,0
"10156","20141015T000000",750000,4,2.5,3020,13122,2,0,3,9,2540,480,1997,0
"10157","20140721T000000",408000,3,2,1640,3440,2,0,3,7,1640,0,1987,0
"10158","20140617T000000",9e+05,5,3.75,3870,8225,2,0,3,10,3870,0,1998,0
"10159","20150123T000000",460000,4,2.25,2860,15054,1,0,3,8,1460,1400,1957,0
"10160","20150317T000000",339000,4,2.5,1740,6000,1,0,4,7,1740,0,1952,0
"10161","20150413T000000",660000,3,2,1140,6000,1,0,3,7,1140,0,1909,0
"10162","20150422T000000",449950,4,3,3290,10783,2,0,3,9,3290,0,1990,0
"10163","20140825T000000",235000,3,1,1210,6000,1,0,3,7,1210,0,1930,0
"10164","20150113T000000",769000,5,2.25,3320,13138,1,0,4,9,1900,1420,1964,0
"10165","20140507T000000",428000,2,2,1350,3900,1,0,3,8,1350,0,2003,0
"10166","20140516T000000",445000,3,2.25,1990,7340,2,0,3,8,1990,0,1984,0
"10167","20150321T000000",462000,4,2.5,2060,6958,1,0,3,7,1220,840,1974,0
"10168","20150506T000000",775000,3,1,1460,6198,1.5,0,4,7,1460,0,1916,0
"10169","20141201T000000",605000,4,1.75,2250,10108,1,0,4,8,2250,0,1967,0
"10170","20141016T000000",193500,2,1,950,15996,1,0,4,7,950,0,1946,1995
"10171","20140522T000000",389950,4,2.5,3140,8060,2,0,3,9,3140,0,1991,0
"10172","20140711T000000",790000,4,3.5,3560,6098,2,0,3,10,3560,0,2006,0
"10173","20150130T000000",442000,2,1,1410,5000,1,0,4,7,940,470,1918,0
"10174","20140613T000000",890000,4,2.25,2770,13500,2,0,3,8,2770,0,1974,0
"10175","20150319T000000",235000,3,1,1864,6978,1,0,4,7,1864,0,1958,0
"10176","20141217T000000",495000,4,1.75,1930,6720,1,0,3,8,1130,800,1959,0
"10177","20150105T000000",6e+05,4,2.5,3870,50965,2,0,3,10,3870,0,2007,0
"10178","20140618T000000",1400000,3,2,2020,5500,1.5,0,3,10,1790,230,1937,0
"10179","20140826T000000",251000,3,2,1300,8400,1,0,4,7,1300,0,1967,0
"10180","20150326T000000",471000,4,2.25,3410,57063,2,0,4,8,2410,1000,NA,0
"10181","20150323T000000",597000,4,2.5,2370,41338,2,0,3,8,2370,0,1995,0
"10182","20140923T000000",804000,5,3.5,2770,9305,2,0,3,9,2770,0,1985,0
"10183","20141013T000000",357000,3,1.75,1250,17493,1,0,3,7,1250,0,1972,0
"10184","20140821T000000",419990,3,2.5,1690,1689,2,0,3,8,1150,540,2014,0
"10185","20141110T000000",725000,4,2.5,3040,35201,2,0,4,10,3040,0,1987,0
"10186","20150209T000000",275000,3,2.5,2710,5733,2,0,3,7,2710,0,2003,0
"10187","20140925T000000",445000,3,2.25,1190,13630,1,0,3,7,1190,0,1984,0
"10188","20140912T000000",510000,3,2.5,NA,27566,2,0,3,9,2300,0,1995,0
"10189","20140527T000000",330000,4,1,1360,13372,1,0,3,7,1360,0,1955,0
"10190","20140818T000000",270000,3,1,1500,5605,1,0,5,6,750,750,1942,0
"10191","20150403T000000",495000,4,2,1610,4770,1,0,4,7,1230,380,1941,0
"10192","20150306T000000",225000,4,1.75,1420,10300,2,0,3,7,1420,0,1950,2001
"10193","20150504T000000",716528,3,1.5,1750,5400,1,0,4,7,1050,700,1952,0
"10194","20141014T000000",260000,3,2.5,1510,6095,2,0,4,7,1510,0,1991,0
"10195","20140609T000000",471000,4,2.5,NA,9928,2,0,3,8,2330,0,1998,0
"10196","20150226T000000",690000,5,3.5,2690,4800,2,0,3,8,1930,760,1919,1984
"10197","20150428T000000",548000,5,1.5,1700,7200,1.5,0,3,7,1700,0,1937,0
"10198","20140726T000000",505000,3,1,1020,5410,1,0,4,7,880,140,1928,0
"10199","20141217T000000",325000,3,1,NA,11799,1,0,3,7,1160,0,1966,0
"10200","20141105T000000",682000,4,2.25,2450,34092,2,0,4,8,2450,0,1980,0
"10201","20140617T000000",605000,3,2.25,2010,10760,2,0,3,8,2010,0,1985,0
"10202","20150505T000000",276200,2,1.75,1370,4495,1,0,4,8,1370,0,1975,0
"10203","20140724T000000",530000,3,1,1370,4040,1.5,0,3,7,1370,0,1906,0
"10204","20140902T000000",245000,3,3,1990,9600,1,0,3,7,1440,550,1988,0
"10205","20140603T000000",654950,4,2.5,2790,45902,2,0,3,9,2790,0,1987,0
"10206","20141015T000000",221900,2,1,780,6727,1,0,NA,6,780,0,1939,0
"10207","20150429T000000",466000,4,2,2240,4508,1,0,4,8,1340,900,1926,0
"10208","20150213T000000",383150,3,2,2210,6387,1,0,3,8,2210,0,2003,0
"10209","20140505T000000",657100,4,1,1390,4240,1,0,3,7,1050,340,1924,0
"10210","20150312T000000",539000,3,2,1800,43995,2,0,3,8,1800,0,1988,0
"10211","20140905T000000",4e+05,6,3,3320,15600,1,0,4,8,1660,1660,1977,0
"10212","20140620T000000",215000,4,2.5,1960,11600,1,0,5,6,980,980,1931,0
"10213","20141124T000000",489000,2,1,850,2850,1,0,4,7,850,0,1927,0
"10214","20141105T000000",649000,4,2.5,2980,12764,2,0,3,10,2980,0,1994,0
"10215","20150512T000000",7e+05,4,1.75,1980,10800,1,0,4,8,1320,660,1953,0
"10216","20140520T000000",268500,2,1,790,8424,1,0,4,6,790,0,1953,0
"10217","20140610T000000",515000,3,2.5,1800,5001,2,0,3,7,1800,0,1996,0
"10218","20150223T000000",685000,4,2,2260,10800,1,0,3,9,2260,0,1978,0
"10219","20141016T000000",305000,2,1.5,800,2142,2,0,3,7,800,0,2006,0
